"","branch_code","time_block","tree","treatment","date.x","bug_count","morphospecies","wet_mass_g","exo","X","arachnids","lepidoptera","diptera","coleoptera","hymenoptera","hemiptera","aquatics","gastropods","orthopterids","guild","date.y","gastropod_biomass","ï..tree_id","herbivore_reps","herbivore_average_n","herbivore_stdev_n","herbivore_average_c","herbivore_stdev_c","herbivore_average_ratio","spider_reps","spider_average_n","spider_stdev_n","spider_average_c","spider_stdev_c","spider_average_ratio"
"357","AB4B",2,"Beech","bag","16-Jun",14,8,0.0554,"Native",357,5,0,0,2,0,0,0,0,1,5,NA,0,"AB4",1,10.55478191,NA,51.06008911,NA,5.641547718,1,11.56688213,NA,52.59023666,NA,5.302183779
"358","MW8C",2,"Musclewood","control","16-Jun",38,15,0.1759,"Native",358,2,2,1,9,0,13,1,0,1,2,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"359","SM8B",2,"Striped Maple","bag","16-Jun",23,13,0.1213,"Native",359,8,0,2,3,3,3,0,0,0,8,NA,0,"SM8",1,11.47506607,NA,50.38230383,NA,5.120221977,1,12.67785102,NA,49.00792714,NA,4.508028484
"360","AO7B",2,"Autumn Olive","bag","16-Jun",27,20,0.0689,"Non-native",360,13,0,0,7,1,3,0,0,0,13,NA,0,"AO7",3,9.115643183,0.411650922,50.24268214,1.038871437,6.432649694,1,11.06946087,NA,50.07571793,NA,5.275537042
"361","AO7C",2,"Autumn Olive","control","16-Jun",9,7,0.0266,"Non-native",361,2,0,1,2,1,0,0,0,0,2,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"362","BC2B",2,"Shadbush","bag","16-Jun",26,16,0.1155,"Native",362,1,0,0,4,3,9,0,0,2,1,NA,0,"BC2",1,10.14993572,NA,51.01353455,NA,5.861220839,1,12.0401222,NA,47.84340691,NA,4.634012116
"363","BC8B",2,"Shadbush","bag","16-Jun",17,13,0.0901,"Native",363,3,2,2,2,1,2,0,0,1,3,NA,0,"BC8",1,8.188077081,NA,48.33218119,NA,6.883676212,1,11.28591954,NA,50.48322402,NA,5.216462555
"364","AB3C",2,"Beech","control","16-Jun",14,12,0.0273,"Native",364,2,0,1,1,1,3,1,0,1,2,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"365","MW7C",2,"Musclewood","control","16-Jun",19,9,0.0293,"Native",365,8,1,2,4,0,4,0,0,0,8,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"366","WH7B",2,"Witch-hazel","bag","16-Jun",42,21,0.0595,"Native",366,25,2,1,5,1,6,0,0,0,25,NA,0,"WH7",1,10.66047934,NA,48.63582308,NA,5.320414872,3,10.90091112,0.333530592,50.45344161,2.370230615,5.395691608
"367","AO6C",2,"Autumn Olive","control","16-Jun",6,6,0.0116,"Non-native",367,1,0,1,1,0,1,0,0,1,1,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"368","BY9B",2,"Barberry","bag","16-Jun",35,17,0.093,"Non-native",368,11,1,3,2,1,14,0,0,0,11,NA,0,"BY9",3,11.65518286,0.449382456,50.30922526,1.974111144,5.034019824,1,10.75164268,NA,48.24805253,NA,5.233243314
"369","AO6B",2,"Autumn Olive","bag","16-Jun",13,10,0.6179,"Non-native",369,2,2,1,2,0,4,0,0,0,2,NA,0,"AO6",1,10.36634827,NA,46.22512436,NA,5.200178539,1,11.42747688,NA,51.01923752,NA,5.206544373
"370","MW7B",2,"Musclewood","bag","16-Jun",25,14,0.041,"Native",370,13,0,1,1,1,8,0,0,0,13,NA,0,"MW7",1,10.25612458,NA,51.56811503,NA,5.863594531,1,11.50023868,NA,49.70670615,NA,5.0405055
"371","HS7C",2,"Honeysuckle","control","16-Jun",32,18,0.0655,"Non-native",371,12,0,0,4,1,8,0,0,2,12,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"372","HS8B",2,"Honeysuckle","bag","16-Jun",24,16,0.045,"Non-native",372,11,0,0,1,4,3,0,0,1,11,NA,0,"HS8",1,10.45524004,NA,52.16408388,NA,5.818399511,3,11.56634785,0.103361834,50.47454048,1.051000484,5.088754921
"373","BY3B",2,"Barberry","bag","16-Jun",19,15,0.0321,"Non-native",373,9,0,1,1,3,4,0,0,0,9,NA,0,"BY3",1,8.433306694,NA,36.07846069,NA,4.989029443,3,12.32877318,0.767308763,50.45762507,2.706328537,4.774579748
"374","WE4B",2,"Burning Bush","bag","16-Jun",27,14,0.0655,"Non-native",374,8,0,0,1,5,7,0,0,4,8,NA,0,"WE4",3,9.719781772,0.118786231,54.00227782,1.953204435,6.4785356,1,10.72369277,NA,43.74117445,NA,4.756768746
"375","BY9C",2,"Barberry","control","16-Jun",21,13,0.0178,"Non-native",375,5,1,3,1,0,6,1,0,2,5,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"376","HS7B",2,"Honeysuckle","bag","16-Jun",35,18,0.367,"Non-native",376,12,1,1,1,1,7,0,0,0,12,NA,0,"HS7",1,11.26731724,NA,49.82783696,NA,5.157241561,1,11.73794987,NA,50.57771871,NA,5.024963923
"377","HS8C",2,"Honeysuckle","control","16-Jun",16,13,0.0109,"Non-native",377,6,0,2,2,0,3,0,0,1,6,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"378","BB6C",2,"Sweet Birch","control","16-Jun",21,10,0.1303,"Native",378,3,2,0,1,13,1,0,0,0,3,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"379","WE4C",2,"Burning Bush","control","16-Jun",16,9,0.0267,"Non-native",379,1,0,1,1,3,6,0,0,0,1,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"380","BB5B",2,"Sweet Birch","bag","16-Jun",25,9,0.2657,"Native",380,7,0,0,10,1,0,0,0,0,7,NA,0,"BB5",1,11.23906803,NA,50.21375275,NA,5.21024735,1,10.74608231,NA,49.385952,NA,5.359437726
"381","WH8C",2,"Witch-hazel","control","16-Jun",20,10,0.1362,"Native",381,2,1,2,7,6,1,1,0,0,2,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"382","WH7C",2,"Witch-hazel","control","16-Jun",44,19,0.0319,"Native",382,10,0,0,4,1,20,0,0,2,10,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"383","BC8C",2,"Shadbush","control","16-Jun",6,5,0.0364,"Native",383,1,0,1,0,0,2,0,0,0,1,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"384","MW8B",2,"Musclewood","bag","16-Jun",18,11,0.0402,"Native",384,4,0,0,3,0,6,1,0,0,4,NA,0,"MW8",3,9.30999046,0.774452703,55.33111988,1.86126692,6.954151108,1,12.30037863,NA,55.09395733,NA,5.223377934
"385","SM7C",2,"Striped Maple","control","16-Jun",15,10,0.0418,"Native",385,0,2,3,3,2,0,1,0,0,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"386","AB3B",2,"Beech","bag","16-Jun",16,14,0.1351,"Native",386,4,2,2,2,1,2,0,0,0,4,NA,0,"AB3",1,10.59820843,NA,52.21422577,NA,5.745427492,1,9.805076599,NA,55.21052551,NA,6.566543896
"387","BY3C",2,"Barberry","control","16-Jun",23,16,0.4954,"Non-native",387,7,4,2,0,1,4,1,0,0,7,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"388","SM7B",2,"Striped Maple","bag","16-Jun",21,13,0.1532,"Native",388,6,1,5,5,0,0,1,0,1,6,NA,0,"SM7",3,9.969854739,0.495619206,47.17356051,0.950545061,5.524390768,3,11.53120462,0.412412937,51.03213117,0.724120708,5.166709612
"389","BY10B",2,"Barberry","bag","16-Jun",22,10,0.0321,"Non-native",389,8,0,0,0,0,11,0,0,0,8,NA,0,"BY10",1,11.33603187,NA,50.3522394,NA,5.179927651,1,10.90476952,NA,50.41606277,NA,5.391609097
"390","BY10C",2,"Barberry","control","16-Jun",8,8,0.0316,"Non-native",390,4,0,0,0,1,1,0,0,0,4,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"391","SM10C",2,"Striped Maple","control","16-Jun",11,7,0.0103,"Native",391,3,0,0,2,1,1,0,0,0,3,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"392","WE10C",2,"Burning Bush","control","16-Jun",12,9,0.0082,"Non-native",392,3,0,0,4,0,2,0,0,0,3,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"393","BC9C",2,"Shadbush","control","16-Jun",22,10,0.0356,"Native",393,1,2,0,4,1,12,0,0,0,1,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"394","WE10B",2,"Burning Bush","bag","16-Jun",15,12,0.0653,"Non-native",394,9,0,0,6,0,0,0,0,0,9,NA,0,"WE10",1,9.606898002,NA,46.70551248,NA,5.66958047,1,12.45849258,NA,60.02163937,NA,5.618343872
"395","HS9B",2,"Honeysuckle","bag","16-Jun",27,19,0.2634,"Non-native",395,6,3,0,6,1,8,1,0,0,6,NA,0,"HS9",1,11.15005153,NA,48.47144112,NA,5.069615467,1,11.64430428,NA,52.92664186,NA,5.300621031
"396","WH10C",2,"Witch-hazel","control","16-Jun",8,7,0.025,"Native",396,1,1,0,4,0,0,1,0,0,1,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"397","MW10B",2,"Musclewood","bag","16-Jun",16,12,0.1658,"Native",397,2,0,1,4,1,0,6,0,0,2,NA,0,"MW10",1,9.595095755,NA,46.3263895,NA,5.630475886,1,12.20111234,NA,57.77786429,NA,5.522402033
"398","MW10C",2,"Musclewood","control","16-Jun",13,11,0.4541,"Native",398,0,3,0,3,3,3,1,0,0,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"399","SM9C",2,"Striped Maple","control","16-Jun",4,4,0.012,"Native",399,0,0,0,1,2,0,0,0,0,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"400","AB5C",2,"Beech","control","16-Jun",10,9,0.0185,"Native",400,2,0,0,4,2,0,0,0,0,2,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"401","SM9B",2,"Striped Maple","bag","16-Jun",13,12,0.1272,"Native",401,5,1,1,1,0,1,0,0,0,5,NA,0,"SM9",1,9.260063135,NA,43.71447996,NA,5.505253609,3,11.24502158,0.593133412,51.22208731,2.666351308,5.312652425
"402","HS9C",2,"Honeysuckle","control","16-Jun",14,12,0.1715,"Non-native",402,3,0,0,1,1,6,1,0,0,3,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"403","WH9B",2,"Witch-hazel","bag","16-Jun",24,10,0.0774,"Native",403,3,1,2,2,1,0,0,0,1,3,NA,0,"WH9",3,8.86664823,0.171032916,50.05476694,1.105127299,6.583819868,1,12.02135324,NA,60.65200783,NA,5.883798419
"404","BC9B",2,"Shadbush","bag","16-Jun",24,14,0.1036,"Native",404,2,1,1,9,0,5,0,0,1,2,NA,0,"BC9",1,9.84940199,NA,52.1139819,NA,6.170357918,1,12.50826215,NA,51.54798646,NA,4.805965984
"405","WH10B",2,"Witch-hazel","bag","16-Jun",26,17,0.1657,"Native",405,5,4,1,4,3,3,1,0,1,5,NA,0,"WH10",1,10.85396638,NA,55.17893519,NA,5.928581646,3,12.64141302,2.141212456,53.80874081,1.925191152,5.046174487
"406","WH9C",2,"Witch-hazel","control","16-Jun",13,10,0.1142,"Native",406,1,0,1,3,0,2,2,0,0,1,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"407","BB8B",2,"Sweet Birch","bag","16-Jun",8,7,0.0342,"Native",407,1,0,0,4,1,1,0,0,0,1,NA,0,"BB8",1,9.683575497,NA,53.46272578,NA,6.438449834,1,12.32142216,NA,50.72257534,NA,4.800720476
"408","MW9C",2,"Musclewood","control","16-Jun",4,4,0.005,"Native",408,0,0,0,3,1,0,0,0,0,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"409","BB7C",2,"Sweet Birch","control","16-Jun",11,10,0.0776,"Native",409,2,0,0,5,0,3,0,0,0,2,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"410","AB6C",2,"Beech","control","16-Jun",8,5,0.0466,"Native",410,0,2,0,5,0,0,0,0,0,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"411","BC10C",2,"Shadbush","control","16-Jun",15,10,0.0481,"Native",411,0,1,0,6,1,4,0,0,1,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"412","BB8C",2,"Sweet Birch","control","16-Jun",4,4,0.0183,"Native",412,2,0,1,2,0,0,0,0,0,2,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"413","AB5B",2,"Beech","bag","16-Jun",13,9,0.0582,"Native",413,1,0,2,4,1,1,0,0,0,1,NA,0,"AB5",3,10.01070849,0.037761758,49.16367086,0.462575433,5.727427733,1,11.76576519,NA,50.5458374,NA,5.009924496
"414","AB6B",2,"Beech","bag","16-Jun",41,18,0.3186,"Native",414,3,2,3,11,1,7,0,0,0,3,NA,0,"AB6",1,9.689842224,NA,50.98849106,NA,6.136509569,3,11.11184597,0.335354275,52.73701859,1.886750677,5.534490935
"415","SM10B",2,"Striped Maple","bag","16-Jun",12,11,0.0651,"Native",415,5,0,0,2,1,1,0,0,0,5,NA,0,"SM10",3,9.953895508,0.389565804,46.14582126,2.294215935,5.405088602,1,13.64945667,NA,56.07576124,NA,4.790995639
"416","BC10B",2,"Shadbush","bag","16-Jun",12,11,0.101,"Native",416,1,2,0,3,0,3,0,0,0,1,NA,0,"BC10",1,11.1900261,NA,50.47915426,NA,5.260741139,3,10.52211379,0.153784644,51.25736537,0.423141557,5.681698853
"417","AO9C",2,"Autumn Olive","control","16-Jun",17,12,0.0478,"Non-native",417,4,0,3,5,0,2,2,0,0,4,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"418","WE6C",2,"Burning Bush","control","16-Jun",14,8,0.0113,"Non-native",418,4,0,0,0,1,2,0,0,0,4,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"419","AO10C",2,"Autumn Olive","control","16-Jun",23,12,0.033,"Non-native",419,3,0,0,2,2,5,0,0,2,3,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"420","BY8C",2,"Barberry","control","16-Jun",22,16,0.0389,"Non-native",420,9,0,0,2,2,3,0,0,0,9,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"421","AO9B",2,"Autumn Olive","bag","16-Jun",28,17,0.0601,"Non-native",421,13,0,1,4,0,3,0,0,2,13,NA,0,"AO9",1,9.967563922,NA,50.38379381,NA,5.894782672,1,9.983958355,NA,52.24465882,NA,6.102462204
"422","WE6B",2,"Burning Bush","bag","16-Jun",25,14,0.0472,"Non-native",422,9,0,3,5,0,2,0,0,4,9,NA,0,"WE6",1,9.589523971,NA,46.91178921,NA,5.704937748,1,10.49725372,NA,53.46981191,NA,5.940170677
"423","AO10B",2,"Autumn Olive","bag","16-Jun",49,14,0.0784,"Non-native",423,11,0,2,1,4,25,0,0,3,11,NA,0,"AO10",5,10.71712049,0.464785912,48.43607798,2.477967284,5.270045417,1,10.76769365,NA,51.55764653,NA,5.583883584
"424","HS10C",2,"Honeysuckle","control","16-Jun",19,10,0.1928,"Non-native",424,11,0,0,2,1,3,0,0,1,11,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"425","HS10B",2,"Honeysuckle","bag","16-Jun",34,13,0.2092,"Non-native",425,19,0,0,2,1,4,0,0,1,19,NA,0,"HS10",1,10.88356122,NA,48.6421725,NA,5.212041926,1,10.59625381,NA,49.9739141,NA,5.499927634
"426","BY8B",2,"Barberry","bag","16-Jun",29,17,0.0524,"Non-native",426,6,0,1,6,1,3,0,0,0,6,NA,0,"BY8",1,9.461839415,NA,51.8706546,NA,6.393109124,1,10.57869446,NA,51.72701634,NA,5.702316474
"427","BB7B",2,"Sweet Birch","bag","16-Jun",17,10,0.2009,"Native",427,5,2,0,2,1,1,0,0,1,5,NA,0,"BB7",1,10.32292747,NA,48.53090668,NA,5.482535982,1,10.0398674,NA,46.62826157,NA,5.416106664
"428","MW9B",2,"Musclewood","bag","16-Jun",33,18,0.2753,"Native",428,6,2,1,7,2,2,1,0,1,6,NA,0,"MW9",1,10.78771864,NA,49.93747803,NA,5.398373843,1,11.27514646,NA,54.23145567,NA,5.609123878
"429","WH11C",2,"Witch-hazel","control","18-Jun",23,11,0.0259,"Native",429,2,0,1,7,1,4,0,0,0,2,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"430","MW11B",2,"Musclewood","bag","18-Jun",19,15,0.1486,"Native",430,5,0,1,1,0,9,1,0,0,5,NA,0,"MW11",1,12.00805167,NA,51.86102169,NA,5.036565452,3,11.8623939,0.901542786,54.65571704,3.993974982,5.373923525
"431","BC11B",2,"Shadbush","bag","18-Jun",24,15,0.1635,"Native",431,3,0,1,4,5,4,0,0,0,3,NA,0,"BC11",1,9.845539344,NA,52.37220925,NA,6.203365124,1,12.34734993,NA,47.23819025,NA,4.461546835
"432","SM11C",2,"Striped Maple","control","18-Jun",20,13,0.069,"Native",432,2,0,0,8,2,1,0,0,0,2,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"433","WH12C",2,"Witch-hazel","control","18-Jun",12,12,0.1925,"Native",433,1,3,0,5,1,0,0,0,1,1,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"434","BB9B",2,"Sweet Birch","bag","18-Jun",16,7,0.0505,"Native",434,1,0,0,4,4,0,0,0,0,1,NA,0,"BB9",1,10.17850386,NA,49.15320881,NA,5.631627104,1,12.09633944,NA,49.39080551,NA,4.761656967
"435","BC12B",2,"Shadbush","bag","18-Jun",24,14,0.0789,"Native",435,6,0,0,5,1,1,0,0,2,6,NA,0,"BC12",3,9.791077516,0.309797185,51.0509963,1.199909814,6.082529375,1,10.48215606,NA,48.89212792,NA,5.439441118
"436","BB10B",2,"Sweet Birch","bag","18-Jun",36,17,0.1285,"Native",436,8,0,1,3,8,3,0,0,3,8,NA,0,"BB10",3,9.398879813,0.263286664,49.333563,1.073645005,6.126644877,3,11.07353892,0.22751166,51.74975376,0.500016081,5.451543401
"437","SM11B",2,"Striped Maple","bag","18-Jun",19,10,0.1419,"Native",437,3,1,0,3,1,1,0,0,0,3,NA,0,"SM11",1,11.36277707,NA,49.94852125,NA,5.126301092,1,12.72837052,NA,49.91274347,NA,4.573035727
"438","BC11C",2,"Shadbush","control","18-Jun",30,15,0.0938,"Native",438,1,0,2,10,3,6,0,0,2,1,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"439","AB8C",2,"Beech","control","18-Jun",12,6,0.0369,"Native",439,1,0,0,4,0,0,0,0,1,1,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"440","AB7B",2,"Beech","bag","18-Jun",19,10,0.2957,"Native",440,5,1,0,5,0,0,0,0,1,5,NA,0,"AB7",1,8.26277256,NA,48.45877838,NA,6.839315285,1,12.72851753,NA,48.795681,NA,4.470638152
"441","SM12C",2,"Striped Maple","control","18-Jun",9,3,0.0047,"Native",441,0,0,0,0,4,0,0,0,1,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"442","AB7C",2,"Beech","control","18-Jun",13,10,0.0798,"Native",442,3,0,1,2,1,0,0,0,1,3,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"443","BB9C",2,"Sweet Birch","control","18-Jun",11,4,0.0034,"Native",443,0,0,2,1,0,1,0,0,0,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"444","AO12B",2,"Autumn Olive","bag","18-Jun",7,5,0.0116,"Non-native",444,3,0,0,0,2,2,0,0,0,3,NA,0,"AO12",1,9.251453432,NA,43.80155496,NA,5.521353112,1,10.22963048,NA,54.75167915,NA,6.241708155
"445","BB10C",2,"Sweet Birch","control","18-Jun",78,6,0.0691,"Native",445,0,0,0,1,1,1,0,0,0,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"446","SM12B",2,"Striped Maple","bag","18-Jun",14,8,0.1353,"Native",446,0,0,0,8,0,2,0,0,0,0,NA,0,"SM12",1,9.905721771,NA,48.25505354,NA,5.68097186,1,10.32279971,NA,49.89262219,NA,5.636438727
"447","MW11C",2,"Musclewood","control","18-Jun",12,9,0.0715,"Native",447,1,0,2,2,1,6,0,0,0,1,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"448","AO12C",2,"Autumn Olive","control","18-Jun",14,6,0.0208,"Non-native",448,9,0,0,1,0,0,0,0,0,9,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"449","WE11C",2,"Burning Bush","control","18-Jun",19,16,0.0422,"Non-native",449,7,0,1,1,1,2,2,0,2,7,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"450","WH11B",2,"Witch-hazel","bag","18-Jun",20,9,0.0989,"Native",450,3,6,0,1,1,0,0,0,0,3,NA,0,"WH11",1,10.22035984,NA,53.45915824,NA,6.099888424,1,11.92841989,NA,55.66336336,NA,5.441924193
"451","WH12B",2,"Witch-hazel","bag","18-Jun",19,15,0.1418,"Native",451,3,1,1,6,1,1,1,0,1,3,NA,0,"WH12",1,8.296560687,NA,49.03946832,NA,6.893084785,1,11.23712367,NA,49.65740084,NA,5.153411059
"452","BC12C",2,"Shadbush","control","18-Jun",14,4,0.0041,"Native",452,1,0,0,1,0,7,0,0,0,1,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"453","AB8B",2,"Beech","bag","18-Jun",19,9,0.0582,"Native",453,2,0,0,0,1,5,0,0,0,2,NA,0,"AB8",1,11.33856115,NA,48.86634858,NA,5.025946992,1,12.0214194,NA,49.22688384,NA,4.775430817
"454","MW12C",2,"Musclewood","control","18-Jun",25,15,0.6018,"Native",454,8,2,5,2,1,5,0,0,0,8,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"455","AO11C",2,"Autumn Olive","control","18-Jun",11,8,0.0202,"Non-native",455,6,0,1,0,1,2,0,0,1,6,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"456","WE11B",2,"Burning Bush","bag","18-Jun",31,20,0.3103,"Non-native",456,12,3,1,1,1,8,1,0,1,12,NA,0,"WE11",3,12.27077415,0.378884261,48.80679746,0.792972067,4.639931138,1,12.20792942,NA,54.03767132,NA,5.162030633
"457","HS11C",2,"Honeysuckle","control","18-Jun",22,19,0.0882,"Non-native",457,8,1,2,4,1,2,0,0,0,8,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"458","HS11B",2,"Honeysuckle","bag","18-Jun",39,18,0.0315,"Non-native",458,11,0,1,6,6,6,0,0,0,11,NA,0,"HS11",3,9.091789381,0.818780465,57.48695626,2.230697272,7.398219225,1,12.94586212,NA,55.86474658,NA,5.032372929
"459","HS12C",2,"Honeysuckle","control","18-Jun",17,11,0.1794,"Non-native",459,4,0,1,0,1,9,0,0,0,4,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"460","AO11B",2,"Autumn Olive","bag","18-Jun",22,14,0.0379,"Non-native",460,13,0,1,1,1,3,2,0,1,13,NA,0,"AO11",1,10.9129126,NA,50.05502973,NA,5.349005055,5,10.62934217,0.611836425,54.37424385,2.117200695,5.971292147
"461","BY11C",2,"Barberry","control","18-Jun",13,12,0.0477,"Non-native",461,6,0,0,0,1,1,0,0,0,6,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"462","WE12C",2,"Burning Bush","control","18-Jun",18,13,0.0618,"Non-native",462,6,0,0,1,0,4,1,0,0,6,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"463","MW12B",2,"Musclewood","bag","18-Jun",25,17,0.0235,"Native",463,6,0,1,4,0,9,1,0,0,6,NA,0,"MW12",1,9.739565834,NA,55.59243215,NA,6.656440262,1,11.99285545,NA,58.77764203,NA,5.715517015
"464","HS12B",2,"Honeysuckle","bag","18-Jun",34,16,0.4543,"Non-native",464,6,2,0,2,8,14,0,0,0,6,NA,0,"HS12",1,12.33904388,NA,63.82243898,NA,6.031951622,1,11.7104036,NA,53.57905941,NA,5.335672727
"465","WE12B",2,"Burning Bush","bag","18-Jun",29,15,0.0317,"Non-native",465,12,0,2,4,0,5,0,0,1,12,NA,0,"WE12",1,10.54959429,NA,53.73479261,NA,5.939990911,3,10.94936486,0.43645941,52.35810464,1.563871814,5.577969545
"466","BY11B",2,"Barberry","bag","18-Jun",33,17,0.0635,"Non-native",466,16,1,2,2,0,4,0,0,0,16,NA,0,"BY11",1,10.19174313,NA,54.20028799,NA,6.201818992,1,9.910125617,NA,52.56737146,NA,6.185902402
"467","BY12B",2,"Barberry","bag","18-Jun",25,11,0.0469,"Non-native",467,14,0,1,0,1,1,1,0,0,14,NA,0,"BY12",1,10.69046249,NA,48.13520466,NA,5.250882384,3,12.01689113,0.110483123,49.64898162,0.767131081,4.818047612
"468","BY12C",2,"Barberry","control","18-Jun",28,18,0.0231,"Non-native",468,12,1,1,1,0,4,0,0,0,12,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"469","WH4C",3,"Witch-hazel","control","21-Jun",29,20,0.1196,"Native",469,5,0,1,7,0,5,5,0,0,5,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"470","HS2C",3,"Honeysuckle","control","21-Jun",15,10,0.0364,"Non-native",470,4,0,0,7,1,2,0,0,0,4,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"471","WH4B",3,"Witch-hazel","bag","21-Jun",23,15,0.0913,"Native",471,6,1,0,3,1,5,2,0,2,6,NA,0,"WH4",1,9.141055531,NA,47.37042714,NA,6.043338424,1,10.00316037,NA,47.6221184,NA,5.551846378
"472","BY7B",3,"Barberry","bag","21-Jun",12,9,0.0153,"Non-native",472,4,0,0,1,1,4,0,0,0,4,NA,0,"BY7",1,10.21665764,NA,47.15603638,NA,5.382628609,1,9.456430435,NA,50.0669899,NA,6.174335314
"473","SM1B",3,"Striped Maple","bag","21-Jun",26,19,0.0346,"Native",473,9,1,1,4,1,4,0,0,1,9,NA,0,"SM1",1,10.62825108,NA,45.42864227,NA,4.984641323,1,10.32615089,NA,51.58982849,NA,5.82628304
"474","BB12B",3,"Sweet Birch","bag","21-Jun",22,11,0.1027,"Native",474,8,1,0,1,6,1,0,0,3,8,NA,0,"BB12",1,9.829208018,NA,48.20688904,NA,5.719479942,1,10.71794764,NA,52.58444569,NA,5.721522771
